Chromsome	Gene_ID	Start	End	Length	Eigen_Improvement_Sweep_Region	InterPro_description
ch07	Solyc07g022860.2	23025719	23027896	2178	EDS151	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR005061  Protein of unknown function DUF292%2C eukaryotic 
ch07	Solyc07g022880.2	23195258	23198091	2834	EDS151	Enoyl-CoA hydratase/isomerase family protein (AHRD V1 **** D7L526_ARALY)%3B contains Interpro domain(s)  IPR001753  Crotonase%2C core 
ch07	Solyc07g022890.1	23198222	23198796	575	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g022900.2	23224809	23226448	1640	EDS151	Chlorophyll a-b binding protein 4%2C chloroplastic (AHRD V1 **** CA4_ARATH)%3B contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein 
ch07	Solyc07g022910.2	23226837	23229990	3154	EDS151	Myosin heavy chain-like (AHRD V1 ***- Q8LHQ6_ORYSJ)%3B contains Interpro domain(s)  IPR008545  Protein of unknown function DUF827%2C plant 
ch07	Solyc07g022920.2	23328209	23340163	11955	EDS151	BSD domain containing protein expressed (AHRD V1 ***- Q851F1_ORYSJ)%3B contains Interpro domain(s)  IPR005607  BSD 
ch07	Solyc07g023940.1	23442429	23443070	642	EDS151	Orf141 protein (AHRD V1 *-*- Q5U6D6_BETVU)
ch07	Solyc07g023980.1	23721607	23724384	2778	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g023990.1	23736737	23738668	1932	EDS151	Ankyrin repeat domain-containing protein 27 (AHRD V1 *--* ANR27_MOUSE)%3B contains Interpro domain(s)  IPR000641  CbxX/CfqX 
ch07	Solyc07g024000.2	23795954	23800624	4671	EDS151	Dehydrogenase/ reductase 3 (AHRD V1 *--* Q3INM6_NATPD)%3B contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase 
ch07	Solyc07g024010.1	23836950	23837850	901	EDS151	Protein phosphatase 2C containing protein expressed (AHRD V1 ***- Q94LH3_ORYSJ)%3B contains Interpro domain(s)  IPR015655  Protein phosphatase 2C 
ch07	Solyc07g024020.1	23849204	23851458	2255	EDS151	Protein phosphatase 2C containing protein expressed (AHRD V1 ***- Q94LH3_ORYSJ)%3B contains Interpro domain(s)  IPR015655  Protein phosphatase 2C 
ch07	Solyc07g024030.2	23997748	23999260	1513	EDS151	Solute carrier family 2%2C facilitated glucose transporter member 2 (AHRD V1 ***- GTR2_HUMAN)%3B contains Interpro domain(s)  IPR003663  Sugar/inositol transporter 
ch07	Solyc07g024040.1	24004608	24005149	542	EDS151	Photosystem I reaction center subunit VIII (AHRD V1 -**- Q3V525_ACOCL)%3B contains Interpro domain(s)  IPR001302  Photosystem I reaction centre%2C subunit VIII 
ch07	Solyc07g024070.1	24142104	24145525	3422	EDS151	Ubiquitin-conjugating enzyme E2 T (AHRD V1 *-*- C1BZC6_ESOLU)%3B contains Interpro domain(s)  IPR000608  Ubiquitin-conjugating enzyme%2C E2 
ch07	Solyc07g024080.1	24226081	24226495	415	EDS151	Hydrolase family protein (AHRD V1 ***- B3U2B6_CUCSA)
ch07	Solyc07g024090.1	24228851	24230020	1170	EDS151	Hydrolase family protein (AHRD V1 ***- B3U2B6_CUCSA)
ch07	Solyc07g025090.1	24253244	24255618	2375	EDS151	Sugar phosphate exchanger 2 (AHRD V1 *-*- B5X3A0_SALSA)
ch07	Solyc07g025100.1	24436783	24438252	1470	EDS151	Protein kinase family protein (AHRD V1 *-*- Q1EPK4_MUSAC)
ch07	Solyc07g025110.1	24482461	24482739	279	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025120.1	24670339	24670572	234	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025130.1	24838568	24838886	319	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025140.2	25368460	25370048	1589	EDS151	Guanine nucleotide-binding protein subunit beta-like protein (AHRD V1 *--* GBLP_MEDSA)%3B contains Interpro domain(s)  IPR020472  G-protein beta WD-40 repeat%2C region 
ch07	Solyc07g025150.1	26008185	26009279	1095	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025160.2	26157084	26168061	10978	EDS151	Exocyst complex component 1 (AHRD V1 ***- Q5PPR2_MOUSE)%3B contains Interpro domain(s)  IPR019160  Exocyst complex%2C  component Exoc1 
ch07	Solyc07g025170.2	26176702	26189084	12383	EDS151	Exocyst complex component 1 (AHRD V1 *-*- Q6P1Y9_MOUSE)%3B contains Interpro domain(s)  IPR019160  Exocyst complex%2C  component Exoc1 
ch07	Solyc07g025180.1	26454776	26455186	411	EDS151	Starch synthase II (AHRD V1 ***- Q0H7E2_AMACR)
ch07	Solyc07g025190.1	26531325	26533107	1783	EDS151	Integrase core domain containing protein (AHRD V1 *-*- Q0KIP7_SOLDE)%3B contains Interpro domain(s)  IPR005162  Retrotransposon gag protein 
ch07	Solyc07g025200.1	26687693	26688625	933	EDS151	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KP55_ARALY)%3B contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
ch07	Solyc07g025210.1	26689621	26690748	1128	EDS151	Protein NUCLEAR FUSION DEFECTIVE 5%2C mitochondrial (AHRD V1 ***- NFD5_ARATH)
ch07	Solyc07g025220.1	26787250	26787552	303	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025230.1	26819877	26820809	933	EDS151	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KP55_ARALY)%3B contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
ch07	Solyc07g025240.1	26940367	26940952	586	EDS151	Ycf2 (AHRD V1 *-*- A6Y9Z8_KALDA)%3B contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 
ch07	Solyc07g025250.1	26966772	26968418	1647	EDS151	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7M6Q4_ARALY)%3B contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
ch07	Solyc07g025270.1	27027931	27028438	508	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025280.1	27042065	27042775	711	EDS151	Zinc knuckle family protein (AHRD V1 *-*- Q7XFZ6_ORYSJ)
ch07	Solyc07g025290.1	27242149	27242960	812	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025300.1	27472113	27472265	153	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025330.1	27499128	27500186	1059	EDS151	Endonuclease/exonuclease/phosphatase (AHRD V1 *-*- A2Q500_MEDTR)
ch07	Solyc07g025370.2	27573617	27577699	4083	EDS151	Cytochrome P450
ch07	Solyc07g025380.2	27596841	27602681	5841	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025390.2	27933206	27941079	7874	EDS151	Peptidyl-prolyl cis-trans isomerase cyclophilin-type (AHRD V1 *--- A8HX99_CHLRE)
ch07	Solyc07g025400.2	27957085	27957457	373	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025410.1	28099862	28100011	150	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025420.1	28205410	28206660	1251	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025430.1	28216287	28216538	252	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025440.1	28322334	28323412	1079	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025450.1	28332911	28333580	670	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025460.1	28373777	28374100	324	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025470.1	28440716	28440871	156	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025480.1	28465298	28465447	150	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025490.1	28717989	28722728	4740	EDS151	Ammonium transporter (AHRD V1 ***- B9P561_POPTR)%3B contains Interpro domain(s)  IPR001905  Ammonium transporter 
ch07	Solyc07g025500.1	28730579	28731298	720	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g025510.2	28737718	28740341	2624	EDS151	Senescence-associated protein 5 (AHRD V1 ***- O81655_HEMSP)%3B contains Interpro domain(s)  IPR000301  Tetraspanin%2C subgroup 
ch07	Solyc07g025520.2	28770990	28778367	7378	EDS151	Methyltransferase type 11 (AHRD V1 ***- B8GB91_CHLAD)%3B contains Interpro domain(s)  IPR013216  Methyltransferase type 11 
ch07	Solyc07g025530.1	28788760	28789074	315	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026530.1	28913412	28913561	150	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026540.1	28919698	28919976	279	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026550.1	28935337	28935585	249	EDS151	Pol polyprotein (AHRD V1 ***- Q94FM1_CITPA)
ch07	Solyc07g026560.1	29068028	29072570	4543	EDS151	Homeodomain-containing transcription factor FWA (AHRD V1 **-* B5BPE9_ARATH)%3B contains Interpro domain(s)  IPR002913  Lipid-binding START 
ch07	Solyc07g026570.1	29078003	29081122	3120	EDS151	Homeobox-leucine zipper protein ROC7 (AHRD V1 ***- ROC7_ORYSJ)%3B contains Interpro domain(s)  IPR001356  Homeobox 
ch07	Solyc07g026580.1	29313300	29313659	360	EDS151	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR015706  RNA-directed DNA polymerase (reverse transcriptase)%2C related 
ch07	Solyc07g026600.1	29331601	29331807	207	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026610.1	29421703	29422173	471	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026620.2	29730654	29731219	566	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026630.1	29734565	29734780	216	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026640.1	30035959	30039094	3136	EDS151	Fanconi anemia E (AHRD V1 *-*- Q1X871_DANRE)
ch07	Solyc07g026650.2	30139957	30141385	1429	EDS151	1-aminocyclopropane-1-carboxylate oxidase (AHRD V1 **** Q6A1K7_SOLLC)%3B contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase 
ch07	Solyc07g026660.2	30150757	30151911	1155	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026670.2	30206942	30221961	15020	EDS151	Glutathione-regulated potassium-efflux system protein (AHRD V1 **** Q46EP4_METBF)%3B contains Interpro domain(s)  IPR006153  Cation/H+ exchanger 
ch07	Solyc07g026680.2	30225245	30226244	1000	EDS151	Myb transcription factor (AHRD V1 **** Q7XC57_ORYSJ)%3B contains Interpro domain(s)  IPR006447  Myb-like DNA-binding region%2C SHAQKYF class 
ch07	Solyc07g026690.1	30319662	30320665	1004	EDS151	HAT family dimerisation domain containing protein (AHRD V1 *--- Q53M48_ORYSJ)
ch07	Solyc07g026700.1	30406388	30406576	189	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026710.1	30496008	30496163	156	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026720.1	30497381	30497653	273	EDS151	Calcium ATPase (AHRD V1 ***- D5JXY5_NICBE)%3B contains Interpro domain(s)  IPR006068  ATPase%2C P-type cation-transporter%2C C-terminal 
ch07	Solyc07g026730.1	30498054	30498383	330	EDS151	Calcium-transporting ATPase (AHRD V1 ***- A8NUM2_COPC7)%3B contains Interpro domain(s)  IPR001757  ATPase%2C P-type%2C K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter 
ch07	Solyc07g026740.1	30498497	30498850	354	EDS151	Calcium-transporting ATPase (AHRD V1 *-*- C9SLE1_VERA1)%3B contains Interpro domain(s)  IPR001757  ATPase%2C P-type%2C K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter 
ch07	Solyc07g026750.1	30745878	30746704	827	EDS151	TNP2 (AHRD V1 *--- C7FDI5_SOYBN)
ch07	Solyc07g026760.1	30983045	30983608	564	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026770.2	31132623	31137555	4933	EDS151	Mitochondrial ATP synthase g subunit family protein (AHRD V1 ***- D7MFB8_ARALY)%3B contains Interpro domain(s)  IPR006808  ATPase%2C F0 complex%2C subunit G%2C mitochondrial 
ch07	Solyc07g026780.1	31488667	31488879	213	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026790.1	31585306	31585545	240	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026800.1	31673265	31674173	909	EDS151	Lectin-like receptor kinase 73 (AHRD V1 **** Q6UY58_MEDTR)%3B contains Interpro domain(s)  IPR001220  Legume lectin%2C beta chain 
ch07	Solyc07g026810.2	31740324	31752580	12257	EDS151	Chaperone protein dnaJ (AHRD V1 *-*- C2KX40_9FIRM)%3B contains Interpro domain(s)  IPR003095  Heat shock protein DnaJ 
ch07	Solyc07g026820.1	31761458	31762275	818	EDS151	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)
ch07	Solyc07g026830.1	31764699	31766239	1541	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026850.1	31810297	31810482	186	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026860.2	32081630	32083162	1533	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026870.1	32106785	32107270	486	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026880.1	32116694	32117356	663	EDS151	Genomic DNA chromosome 5 P1 clone MBD2 (AHRD V1 ***- Q9FMN1_ARATH)%3B contains Interpro domain(s)  IPR008545  Protein of unknown function DUF827%2C plant 
ch07	Solyc07g026890.1	32117699	32118028	330	EDS151	Acyltransferase (Fragment) (AHRD V1 **-- C1JZ75_CAPFR)%3B contains Interpro domain(s)  IPR003480  Transferase 
ch07	Solyc07g026900.1	32131840	32133366	1527	EDS151	1-aminocyclopropane-1-carboxylate synthase (AHRD V1 **** Q43167_SOLTU)%3B contains Interpro domain(s)  IPR004839  Aminotransferase%2C class I and II 
ch07	Solyc07g026910.1	32433021	32433565	545	EDS151	NAD(P)H-quinone oxidoreductase subunit 6 chloroplastic (AHRD V1 ***- D3WB86_9BORA)%3B contains Interpro domain(s)  IPR001457  NADH
ch07	Solyc07g026920.1	32615323	32615771	449	EDS151	Tetracycline transporter (AHRD V1 *-*- D7L897_ARALY)
ch07	Solyc07g026930.1	32618637	32623272	4636	EDS151	Tetracycline transporter (AHRD V1 **-* D7L897_ARALY)%3B contains Interpro domain(s)  IPR016196  Major facilitator superfamily%2C general substrate transporter 
ch07	Solyc07g026940.1	32747522	32749908	2387	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g026950.2	32765264	32772373	7110	EDS151	Xaa-Pro dipeptidase (AHRD V1 ***- B6TL64_MAIZE)%3B contains Interpro domain(s)  IPR007865  Peptidase M24B%2C X-Pro dipeptidase/aminopeptidase P  N-terminal 
ch07	Solyc07g026960.2	32800091	32805228	5138	EDS151	Xaa-Pro dipeptidase (AHRD V1 ***- B6TL64_MAIZE)%3B contains Interpro domain(s)  IPR000994  Peptidase M24%2C structural domain 
ch07	Solyc07g026970.1	32894218	32894556	339	EDS151	Helicase-like protein (AHRD V1 ***- Q5NAA4_ORYSJ)%3B contains Interpro domain(s)  IPR010285  Protein of unknown function DUF889%2C eukaryote 
ch07	Solyc07g026990.1	32915139	32915324	186	EDS151	Endochitinase (Chitinase) (AHRD V1 *-*- Q43184_SOLTU)%3B contains Interpro domain(s)  IPR000726  Glycoside hydrolase%2C family 19%2C catalytic 
ch07	Solyc07g027000.1	32950632	32950787	156	EDS151	Phytophthora-inhibited protease 1 (AHRD V1 ***- Q156I2_SOLLC)%3B contains Interpro domain(s)  IPR000668  Peptidase C1A%2C papain C-terminal 
ch07	Solyc07g027010.1	33161262	33161480	219	EDS151	ATP synthase subunit alpha (AHRD V1 ***- D2XT93_ALLCE)%3B contains Interpro domain(s)  IPR018118  ATPase%2C F1/A1 complex%2C alpha/beta subunit%2C N-terminal 
ch07	Solyc07g027020.2	33214854	33219582	4729	EDS151	Receptor-like kinase (AHRD V1 *-*- A7VM65_9VIRI)%3B contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 
ch07	Solyc07g032020.1	33307151	33315525	8375	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032030.1	33374586	33374831	246	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032040.1	33383215	33387573	4359	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032050.1	33408051	33410568	2518	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032060.1	33421333	33421645	313	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032070.1	33873362	33873624	263	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032080.2	34607239	34620262	13024	EDS151	V-type proton ATPase subunit a (AHRD V1 **** VPH1_NEUCR)%3B contains Interpro domain(s)  IPR002490  ATPase%2C V0/A0 complex%2C 116-kDa subunit 
ch07	Solyc07g032090.2	34650067	34660034	9968	EDS151	Transcription initiation factor IIF subunit beta (AHRD V1 **** B6K7X8_SCHJY)%3B contains Interpro domain(s)  IPR003196  Transcription initiation factor IIF%2C beta subunit 
ch07	Solyc07g032100.2	34994261	35003424	9164	EDS151	Coatomer alpha subunit-like protein (AHRD V1 **-- Q70I39_LOTJA)%3B contains Interpro domain(s)  IPR016391  Coatomer%2C alpha subunit 
ch07	Solyc07g032110.2	35135676	35139982	4307	EDS151	Clathrin binding protein (AHRD V1 **-* B6STF7_MAIZE)%3B contains Interpro domain(s)  IPR001452  Src homology-3 domain 
ch07	Solyc07g032120.1	35173584	35174227	644	EDS151	Retroelement pol polyprotein-like (AHRD V1 ***- Q9FZN9_ARATH)
ch07	Solyc07g032130.1	35269202	35269992	791	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032140.1	35315514	35317096	1583	EDS151	HAT family dimerisation domain containing protein (AHRD V1 *-*- Q7G4F1_ORYSJ)%3B contains Interpro domain(s)  IPR008906  HAT dimerisation 
ch07	Solyc07g032150.2	35365431	35368500	3070	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032160.1	35580872	35581303	432	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032170.2	35651053	35654304	3252	EDS151	Abhydrolase domain-containing protein 5 (AHRD V1 **-- B4FAQ7_MAIZE)
ch07	Solyc07g032180.2	35654272	35659176	4905	EDS151	Abhydrolase domain-containing protein 5 (AHRD V1 **-- B4FAQ7_MAIZE)
ch07	Solyc07g032190.1	35769477	35770615	1139	EDS151	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR001734  Sodium/solute symporter 
ch07	Solyc07g032220.2	35825314	35835301	9988	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032230.2	35885567	35891328	5762	EDS151	IST1 homolog (AHRD V1 *--- C1BSR8_9MAXI)%3B contains Interpro domain(s)  IPR005061  Protein of unknown function DUF292%2C eukaryotic 
ch07	Solyc07g032240.2	36157691	36162664	4974	EDS151	Protein arginine N-methyltransferase 1 (AHRD V1 **** B6TIG8_MAIZE)
ch07	Solyc07g032250.2	36165100	36169372	4273	EDS151	Homology to unknown gene (AHRD V1 ***- Q01FF7_OSTTA)
ch07	Solyc07g032260.2	36169551	36175792	6242	EDS151	Os01g0600300 protein (Fragment) (AHRD V1 ***- Q0JLH4_ORYSJ)
ch07	Solyc07g032280.1	36556455	36556773	319	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032290.1	36722552	36723215	664	EDS151	L-tyrosine transporter (AHRD V1 ***- B6TS04_MAIZE)
ch07	Solyc07g032300.1	36951968	36952180	213	EDS151	Serine protease-like protein (AHRD V1 **-- Q8H0H9_TOBAC)%3B contains Interpro domain(s)  IPR000209  Peptidase S8 and S53%2C subtilisin%2C kexin%2C sedolisin 
ch07	Solyc07g032310.1	36958892	36959461	570	EDS151	Subtilase family protein (AHRD V1 *--- D7KIE5_ARALY)%3B contains Interpro domain(s)  IPR015500  Peptidase S8%2C subtilisin-related 
ch07	Solyc07g032320.1	37352805	37354859	2055	EDS151	Zinc finger CCHC-type (AHRD V1 *-*- Q1SKZ9_MEDTR)
ch07	Solyc07g032330.1	37683869	37686550	2682	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032340.1	37753024	37753564	541	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032350.1	37755484	37755729	246	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032360.1	37783673	37784011	339	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032370.1	37870891	37872285	1395	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032380.2	37904500	37908632	4133	EDS151	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7M4J8_ARALY)%3B contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
ch07	Solyc07g032390.1	37922994	37923270	277	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032400.1	38233695	38233886	192	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032410.1	38475952	38476257	306	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032420.1	38724084	38724948	865	EDS151	NAD(P)H-quinone oxidoreductase subunit H%2C chloroplastic (AHRD V1 *-*- NDHH_ILLOL)%3B contains Interpro domain(s)  IPR001135  NADH-quinone oxidoreductase%2C subunit D 
ch07	Solyc07g032430.1	38728264	38728707	444	EDS151	NAD(P)H-quinone oxidoreductase subunit H (AHRD V1 ***- NDHH_THEEB)%3B contains Interpro domain(s)  IPR001135  NADH-quinone oxidoreductase%2C subunit D 
ch07	Solyc07g032440.1	38728921	38729154	234	EDS151	Ribosomal protein L23 (AHRD V1 *-*- A1XGS9_RANMC)%3B contains Interpro domain(s)  IPR013025  Ribosomal protein L25/L23 
ch07	Solyc07g032450.1	38730608	38730817	210	EDS151	Cytochrome b6 (AHRD V1 ***- B2XWQ3_FAGEA)%3B contains Interpro domain(s)  IPR005797  Cytochrome b/b6%2C N-terminal 
ch07	Solyc07g032460.1	38748213	38749077	865	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032470.1	38873144	38873368	225	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032480.2	39099382	39103804	4423	EDS151	Cyclin family protein (AHRD V1 *-** D7MKU7_ARALY)%3B contains Interpro domain(s)  IPR015429  Transcription regulator cyclin 
ch07	Solyc07g032490.2	39134351	39136861	2511	EDS151	Nitrate transporter (AHRD V1 **** Q9SZY4_ARATH)%3B contains Interpro domain(s)  IPR000109  TGF-beta receptor%2C type I/II extracellular region 
ch07	Solyc07g032500.1	39176817	39177014	198	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032510.2	39239627	39259864	20238	EDS151	Microspherule protein 1 (AHRD V1 *-*- Q5BJR5_RAT)%3B contains Interpro domain(s)  IPR000253  Forkhead-associated 
ch07	Solyc07g032530.1	39692660	39692869	210	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032540.1	39758532	39758966	435	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032550.1	39760232	39761278	1047	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032560.1	39761704	39761886	183	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032570.1	40055785	40055934	150	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032580.1	40100891	40101511	621	EDS151	Arginine decarboxylase (AHRD V1 ***- Q116G3_TRIEI)%3B contains Interpro domain(s)  IPR015421  Pyridoxal phosphate-dependent transferase%2C major region%2C subdomain 1 
ch07	Solyc07g032590.1	40103662	40105132	1471	EDS151	Arginine decarboxylase (AHRD V1 ***- Q3MB59_ANAVT)%3B contains Interpro domain(s)  IPR000310  Orn/Lys/Arg decarboxylase%2C major region 
ch07	Solyc07g032600.1	40230320	40230604	285	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032610.1	40231523	40231756	234	EDS151	Oxygen-evolving enhancer protein 1%2C chloroplastic (AHRD V1 ***- PSBO_SOLTU)%3B contains Interpro domain(s)  IPR002628  Photosystem II manganese-stabilizing protein PsbO 
ch07	Solyc07g032620.1	40304507	40305986	1480	EDS151	Oxygen-evolving enhancer protein 1%2C chloroplastic (AHRD V1 ***- PSBO_SOLTU)%3B contains Interpro domain(s)  IPR002628  Photosystem II manganese-stabilizing protein PsbO 
ch07	Solyc07g032630.1	40327081	40328124	1044	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g032640.1	40358473	40359255	783	EDS151	Oxygen-evolving enhancer protein 1%2C chloroplastic (AHRD V1 ***- PSBO_SOLTU)%3B contains Interpro domain(s)  IPR002628  Photosystem II manganese-stabilizing protein PsbO 
