SNP	CHR	BP	P	-log10P
SL2.40ch07_30110000_30210000	7	30110000	2.788163e-04	3.5546818403547786
SL2.40ch07_30120000_30220000	7	30120000	3.158526e-04	3.5005155437783024
SL2.40ch07_30130000_30230000	7	30130000	3.453051e-04	3.4617970072702935
SL2.40ch07_30260000_30360000	7	30260000	9.441727e-04	3.024948561001524
SL2.40ch07_30270000_30370000	7	30270000	9.195022e-04	3.0364472273321383
SL2.40ch07_30280000_30380000	7	30280000	9.536869e-04	3.0205941828649743
SL2.40ch07_30410000_30510000	7	30410000	1.550253e-04	3.809597419547414
SL2.40ch07_30420000_30520000	7	30420000	8.170582e-04	3.087747007067819
SL2.40ch07_30430000_30530000	7	30430000	7.630148e-04	3.117467038066096
SL2.40ch07_30600000_30700000	7	30600000	1.007041e-03	2.9969528475086653
SL2.40ch07_30610000_30710000	7	30610000	8.841094e-04	3.0534939919138107
SL2.40ch07_30620000_30720000	7	30620000	8.736865e-04	3.058644374853424
SL2.40ch07_30630000_30730000	7	30630000	5.133059e-04	3.2896237438773293
SL2.40ch07_30640000_30740000	7	30640000	4.759066e-04	3.3224782722474604
SL2.40ch07_30650000_30750000	7	30650000	4.821880e-04	3.3167836019192265
SL2.40ch07_30660000_30760000	7	30660000	3.529758e-04	3.452255068795559
SL2.40ch07_30670000_30770000	7	30670000	3.574666e-04	3.446764530403696
SL2.40ch07_30680000_30780000	7	30680000	3.750335e-04	3.425929937031393
SL2.40ch07_30690000_30790000	7	30690000	4.197346e-04	3.377025229097509
SL2.40ch07_30700000_30800000	7	30700000	5.360149e-04	3.270823137736633
SL2.40ch07_30710000_30810000	7	30710000	7.332248e-04	3.1347628542376405
SL2.40ch07_30720000_30820000	7	30720000	5.168438e-04	3.2866406891068785
SL2.40ch07_30730000_30830000	7	30730000	1.836021e-06	5.73612235574264
SL2.40ch07_30810000_30910000	7	30810000	2.515000e-05	4.599462010608054
SL2.40ch07_30820000_30920000	7	30820000	2.515000e-05	4.599462010608054
SL2.40ch07_30830000_30930000	7	30830000	2.515000e-05	4.599462010608054
SL2.40ch07_30840000_30940000	7	30840000	2.515000e-05	4.599462010608054
SL2.40ch07_30850000_30950000	7	30850000	2.515000e-05	4.599462010608054
SL2.40ch07_30860000_30960000	7	30860000	2.515000e-05	4.599462010608054
SL2.40ch07_30890000_30990000	7	30890000	9.128283e-04	3.0396109041471195
SL2.40ch07_31160000_31260000	7	31160000	5.725907e-04	3.2421557100543463
SL2.40ch07_31230000_31330000	7	31230000	9.841882e-04	3.0069218462777636
SL2.40ch07_31250000_31350000	7	31250000	1.043955e-03	2.9813182213269447
SL2.40ch07_31270000_31370000	7	31270000	8.016366e-04	3.096022462615587
SL2.40ch07_31280000_31380000	7	31280000	7.822005e-04	3.106681910773083
SL2.40ch07_31580000_31680000	7	31580000	8.904922e-04	3.0503698802566555
SL2.40ch07_31590000_31690000	7	31590000	1.008806e-03	2.9961923434064834
SL2.40ch07_31600000_31700000	7	31600000	1.031001e-03	2.986740913480527
SL2.40ch07_31740000_31840000	7	31740000	1.915033e-04	3.717823737834043
SL2.40ch07_31750000_31850000	7	31750000	1.725418e-04	3.7631056756038657
SL2.40ch07_31760000_31860000	7	31760000	1.361391e-04	3.8660171247930166
SL2.40ch07_31770000_31870000	7	31770000	1.754621e-04	3.755816677137753
SL2.40ch07_31780000_31880000	7	31780000	2.283207e-04	3.6414547127399777
SL2.40ch07_31790000_31890000	7	31790000	1.128294e-04	3.9475777213268914
SL2.40ch07_31800000_31900000	7	31800000	8.974941e-04	3.046968397731109
SL2.40ch07_31810000_31910000	7	31810000	7.799108e-04	3.1079550656211024
SL2.40ch07_32080000_32180000	7	32080000	1.040870e-03	2.982603508537681
SL2.40ch07_32090000_32190000	7	32090000	9.732989e-04	3.011753767453965
SL2.40ch07_32200000_32300000	7	32200000	7.240750e-04	3.1402164470636693
SL2.40ch07_32210000_32310000	7	32210000	6.815175e-04	3.166522987876477
SL2.40ch07_32220000_32320000	7	32220000	6.830013e-04	3.1655784696972535
SL2.40ch07_32230000_32330000	7	32230000	2.736315e-04	3.5628339088206182
SL2.40ch07_32240000_32340000	7	32240000	2.344837e-04	3.6298873416316084
SL2.40ch07_32250000_32350000	7	32250000	2.513495e-04	3.5997219743605404
SL2.40ch07_32260000_32360000	7	32260000	8.525374e-04	3.069286559834181
SL2.40ch07_32270000_32370000	7	32270000	8.381909e-04	3.0766570584881427
SL2.40ch07_32280000_32380000	7	32280000	8.228945e-04	3.084655840370708
SL2.40ch07_32290000_32390000	7	32290000	9.723664e-04	3.012170056561226
SL2.40ch07_32400000_32500000	7	32400000	7.526490e-04	3.1234075110535127
SL2.40ch07_32410000_32510000	7	32410000	8.145979e-04	3.089056713841953
SL2.40ch07_32460000_32560000	7	32460000	7.847630e-04	3.1052614812583736
SL2.40ch07_32470000_32570000	7	32470000	8.065870e-04	3.0933487819239396
SL2.40ch07_32480000_32580000	7	32480000	7.935173e-04	3.100443600462208
SL2.40ch07_32490000_32590000	7	32490000	7.922214e-04	3.101153430328109
SL2.40ch07_32500000_32600000	7	32500000	7.816063e-04	3.10701194872095
SL2.40ch07_32510000_32610000	7	32510000	7.618505e-04	3.1181302430895745
SL2.40ch07_32520000_32620000	7	32520000	3.291745e-04	3.482573815434948
SL2.40ch07_32530000_32630000	7	32530000	2.642556e-04	3.577975800526387
SL2.40ch07_32540000_32640000	7	32540000	2.819596e-04	3.5498131142125326
SL2.40ch07_32550000_32650000	7	32550000	7.374686e-04	3.1322564663830783
SL2.40ch07_32560000_32660000	7	32560000	6.635647e-04	3.1781167254249203
SL2.40ch07_32570000_32670000	7	32570000	7.613798e-04	3.11839864954018
SL2.40ch07_32580000_32680000	7	32580000	7.567994e-04	3.121019220920207
SL2.40ch07_32590000_32690000	7	32590000	8.408225e-04	3.0752956753158043
SL2.40ch07_32600000_32700000	7	32600000	7.434645e-04	3.128739763957345
SL2.40ch07_32710000_32810000	7	32710000	3.016349e-04	3.5205184108110896
SL2.40ch07_32720000_32820000	7	32720000	6.083556e-04	3.2158424898502016
SL2.40ch07_32730000_32830000	7	32730000	5.211097e-04	3.2830708427471387
SL2.40ch07_32740000_32840000	7	32740000	6.412134e-04	3.192997410389557
SL2.40ch07_32750000_32850000	7	32750000	6.329260e-04	3.19864706355345
SL2.40ch07_32760000_32860000	7	32760000	6.445789e-04	3.190723915025282
SL2.40ch07_32770000_32870000	7	32770000	6.375979e-04	3.195453122007041
SL2.40ch07_32780000_32880000	7	32780000	5.803152e-04	3.2363360539578343
SL2.40ch07_32790000_32890000	7	32790000	6.230113e-04	3.205504076160831
SL2.40ch07_32900000_33000000	7	32900000	9.211855e-04	3.035652906703843
SL2.40ch07_32910000_33010000	7	32910000	5.539312e-04	3.256544172664783
SL2.40ch07_32930000_33030000	7	32930000	1.042071e-03	2.98210269000219
SL2.40ch07_32970000_33070000	7	32970000	8.901738e-04	3.0505251922180356
SL2.40ch07_32980000_33080000	7	32980000	7.918271e-04	3.1013696387557568
SL2.40ch07_32990000_33090000	7	32990000	7.827277e-04	3.106389296633315
SL2.40ch07_33000000_33100000	7	33000000	8.215611e-04	3.0853601322823665
SL2.40ch07_33010000_33110000	7	33010000	8.412607e-04	3.0750693989386604
SL2.40ch07_33020000_33120000	7	33020000	2.920658e-04	3.534519294587079
SL2.40ch07_33030000_33130000	7	33030000	6.776578e-04	3.1689895584765058
SL2.40ch07_33040000_33140000	7	33040000	6.422823e-04	3.1922740460977597
SL2.40ch07_33050000_33150000	7	33050000	5.564542e-04	3.254570575275039
SL2.40ch07_33060000_33160000	7	33060000	5.814837e-04	3.2354624547949866
SL2.40ch07_33070000_33170000	7	33070000	5.846065e-04	3.233136360209443
SL2.40ch07_33080000_33180000	7	33080000	6.226955e-04	3.2057242727597792
SL2.40ch07_33090000_33190000	7	33090000	6.964896e-04	3.1570853640875884
SL2.40ch07_33100000_33200000	7	33100000	7.778948e-04	3.1090791316333077
SL2.40ch07_33110000_33210000	7	33110000	7.597524e-04	3.119327919342642
SL2.40ch07_33120000_33220000	7	33120000	8.312498e-04	3.080268446180757
SL2.40ch07_33130000_33230000	7	33130000	1.465058e-04	3.834145181738991
SL2.40ch07_33140000_33240000	7	33140000	1.502392e-04	3.8232167376212987
SL2.40ch07_33150000_33250000	7	33150000	1.008857e-04	3.9961703882845607
SL2.40ch07_33160000_33260000	7	33160000	7.927465e-05	4.100865666720037
SL2.40ch07_33170000_33270000	7	33170000	4.495403e-05	4.347231368929435
SL2.40ch07_33180000_33280000	7	33180000	4.509987e-05	4.345824709970466
SL2.40ch07_33190000_33290000	7	33190000	2.153237e-05	4.666908166122851
SL2.40ch07_33200000_33300000	7	33200000	2.119905e-05	4.673683600816636
SL2.40ch07_33210000_33310000	7	33210000	2.161947e-05	4.665154956955177
SL2.40ch07_33220000_33320000	7	33220000	3.408146e-04	3.467481808965136
SL2.40ch07_33230000_33330000	7	33230000	3.467020e-04	3.460043653046636
SL2.40ch07_33240000_33340000	7	33240000	4.192594e-04	3.377517191518859
SL2.40ch07_33250000_33350000	7	33250000	5.517464e-04	3.2582604918142195
SL2.40ch07_33260000_33360000	7	33260000	5.064646e-04	3.2954509048188845
SL2.40ch07_33270000_33370000	7	33270000	5.076670e-04	3.29442106622647
SL2.40ch07_33390000_33490000	7	33390000	6.527035e-04	3.1852840584751414
SL2.40ch07_33400000_33500000	7	33400000	6.965369e-04	3.1570558712832493
SL2.40ch07_33410000_33510000	7	33410000	5.231984e-04	3.2813335928035015
SL2.40ch07_33420000_33520000	7	33420000	2.403830e-04	3.6190962490954672
SL2.40ch07_33430000_33530000	7	33430000	2.433960e-04	3.6136865632965947
SL2.40ch07_33440000_33540000	7	33440000	6.197043e-04	3.2078154903602565
SL2.40ch07_33450000_33550000	7	33450000	6.856070e-04	3.1639247569456317
SL2.40ch07_33590000_33690000	7	33590000	9.492421e-04	3.0226230085581243
SL2.40ch07_33610000_33710000	7	33610000	9.134679e-04	3.0393067095022617
SL2.40ch07_33620000_33720000	7	33620000	1.002389e-03	2.9989637078414333
SL2.40ch07_33690000_33790000	7	33690000	1.031122e-03	2.9866899469451935
SL2.40ch07_33810000_33910000	7	33810000	3.450226e-04	3.4621524564228814
SL2.40ch07_33880000_33980000	7	33880000	8.864630e-04	3.0523393866633732
SL2.40ch07_33930000_34030000	7	33930000	1.015762e-03	2.9932080383069914
SL2.40ch07_33940000_34040000	7	33940000	9.285957e-04	3.0321733317301462
SL2.40ch07_33950000_34050000	7	33950000	8.749282e-04	3.0580275854042442
SL2.40ch07_33960000_34060000	7	33960000	7.897263e-04	3.1025233985771847
SL2.40ch07_33970000_34070000	7	33970000	8.092253e-04	3.091930547702235
SL2.40ch07_33980000_34080000	7	33980000	8.580758e-04	3.0664743461050517
SL2.40ch07_33990000_34090000	7	33990000	3.173814e-04	3.4984185284761264
SL2.40ch07_34000000_34100000	7	34000000	3.408446e-04	3.4674435821372267
SL2.40ch07_34010000_34110000	7	34010000	4.101171e-04	3.3870921222491788
SL2.40ch07_34120000_34220000	7	34120000	1.191179e-04	3.9240229716229993
SL2.40ch07_34130000_34230000	7	34130000	1.314732e-04	3.8811627664009376
SL2.40ch07_34140000_34240000	7	34140000	1.245441e-04	3.9046768413762485
SL2.40ch07_34150000_34250000	7	34150000	1.201824e-04	3.92015912752906
SL2.40ch07_34160000_34260000	7	34160000	9.721946e-05	4.01224679551895
SL2.40ch07_34170000_34270000	7	34170000	1.180230e-04	3.928033350323297
SL2.40ch07_34180000_34280000	7	34180000	1.305077e-04	3.8843638640432623
SL2.40ch07_34190000_34290000	7	34190000	1.087697e-04	3.963492069302374
SL2.40ch07_34200000_34300000	7	34200000	9.310125e-05	4.031044488036294
SL2.40ch07_34210000_34310000	7	34210000	2.341143e-04	3.6305720582323913
SL2.40ch07_34370000_34470000	7	34370000	9.159977e-04	3.0381056168109297
SL2.40ch07_34380000_34480000	7	34380000	1.026837e-03	2.988498490793035
SL2.40ch07_34390000_34490000	7	34390000	9.802193e-04	3.008676750710369
SL2.40ch07_34400000_34500000	7	34400000	1.003619e-03	2.9984311254392844
SL2.40ch07_34410000_34510000	7	34410000	8.897246e-04	3.050744401455386
SL2.40ch07_34420000_34520000	7	34420000	9.050639e-04	3.0433207573277166
SL2.40ch07_34430000_34530000	7	34430000	9.248242e-04	3.0339408145323765
SL2.40ch07_34440000_34540000	7	34440000	5.513240e-04	3.2585931015880334
SL2.40ch07_34550000_34650000	7	34550000	8.642410e-04	3.063365134401337
SL2.40ch07_34560000_34660000	7	34560000	7.258296e-04	3.1391653248451084
SL2.40ch07_34570000_34670000	7	34570000	8.321197e-04	3.0798141961728662
SL2.40ch07_34580000_34680000	7	34580000	6.448508e-04	3.1905407570425246
SL2.40ch07_34590000_34690000	7	34590000	7.408949e-04	3.13024339470265
SL2.40ch07_34600000_34700000	7	34600000	6.410735e-04	3.193092175138786
SL2.40ch07_34610000_34710000	7	34610000	2.905521e-04	3.536775981298634
SL2.40ch07_34620000_34720000	7	34620000	2.667766e-04	3.573852266721602
SL2.40ch07_34630000_34730000	7	34630000	2.991979e-04	3.5240414590081532
SL2.40ch07_34640000_34740000	7	34640000	3.232552e-04	3.4904544801733484
SL2.40ch07_34650000_34750000	7	34650000	3.632634e-04	3.4397783565517
SL2.40ch07_34660000_34760000	7	34660000	3.730788e-04	3.4281994288058715
SL2.40ch07_34670000_34770000	7	34670000	2.823950e-04	3.549142997038198
SL2.40ch07_34680000_34780000	7	34680000	3.397585e-04	3.4688296693801064
SL2.40ch07_34690000_34790000	7	34690000	2.351120e-04	3.6287252041341693
SL2.40ch07_34700000_34800000	7	34700000	2.450687e-04	3.6107121529883033
SL2.40ch07_34940000_35040000	7	34940000	9.816081e-04	3.008061866569979
SL2.40ch07_34950000_35050000	7	34950000	6.021412e-04	3.220301656266526
SL2.40ch07_34960000_35060000	7	34960000	6.467291e-04	3.1892775972481946
SL2.40ch07_34970000_35070000	7	34970000	4.985965e-04	3.3022507744403917
SL2.40ch07_34980000_35080000	7	34980000	2.731409e-04	3.5636132639234006
SL2.40ch07_34990000_35090000	7	34990000	4.810291e-04	3.3178286500562164
SL2.40ch07_35000000_35100000	7	35000000	4.732246e-04	3.324932687191694
SL2.40ch07_35010000_35110000	7	35010000	4.532300e-04	3.343681351228658
SL2.40ch07_35090000_35190000	7	35090000	1.019599e-03	2.9915705991489205
SL2.40ch07_35100000_35200000	7	35100000	9.591467e-04	3.0181149630816853
SL2.40ch07_35110000_35210000	7	35110000	9.859571e-04	3.006141981243981
SL2.40ch07_35120000_35220000	7	35120000	2.774420e-04	3.556827793487934
SL2.40ch07_35130000_35230000	7	35130000	2.273397e-04	3.64332471744082
SL2.40ch07_35140000_35240000	7	35140000	2.255046e-04	3.6468445946541324
SL2.40ch07_35150000_35250000	7	35150000	1.780346e-04	3.749495586855074
SL2.40ch07_35160000_35260000	7	35160000	5.154635e-04	3.287802081708899
SL2.40ch07_35290000_35390000	7	35290000	6.649229e-04	3.1772287096529492
SL2.40ch07_35300000_35400000	7	35300000	8.130819e-04	3.0898657066487027
SL2.40ch07_35310000_35410000	7	35310000	7.988180e-04	3.097552157606294
SL2.40ch07_35320000_35420000	7	35320000	7.304086e-04	3.1364341219598524
SL2.40ch07_35330000_35430000	7	35330000	6.895866e-04	3.161411186282241
SL2.40ch07_35340000_35440000	7	35340000	7.153972e-04	3.1454527639730836
SL2.40ch07_35350000_35450000	7	35350000	2.338333e-04	3.631093641264694
SL2.40ch07_35360000_35460000	7	35360000	4.897958e-04	3.30998494327142
SL2.40ch07_35370000_35470000	7	35370000	4.204392e-04	3.3762967989472528
SL2.40ch07_35380000_35480000	7	35380000	9.120220e-04	3.0399946853959663
SL2.40ch07_35500000_35600000	7	35500000	1.034687e-03	2.9851910074353514
SL2.40ch07_35510000_35610000	7	35510000	9.273018e-04	3.0327788972004157
SL2.40ch07_35520000_35620000	7	35520000	8.523512e-04	3.069381423079618
SL2.40ch07_35530000_35630000	7	35530000	9.409679e-04	3.0264251917594107
SL2.40ch07_35570000_35670000	7	35570000	9.614956e-04	3.0170526988410944
SL2.40ch07_35580000_35680000	7	35580000	1.004284e-03	2.998143456322773
SL2.40ch07_35600000_35700000	7	35600000	1.037016e-03	2.9842145428799034
SL2.40ch07_35690000_35790000	7	35690000	8.208254e-04	3.085749213015442
SL2.40ch07_35700000_35800000	7	35700000	8.022700e-04	3.0956794474560536
SL2.40ch07_35710000_35810000	7	35710000	2.511790e-06	5.600016672917959
SL2.40ch07_35720000_35820000	7	35720000	4.929895e-04	3.307162330500907
SL2.40ch07_35730000_35830000	7	35730000	5.268644e-04	3.278301145526446
SL2.40ch07_35740000_35840000	7	35740000	5.568637e-04	3.254251091328253
SL2.40ch07_35750000_35850000	7	35750000	5.485502e-04	3.260783622263588
SL2.40ch07_35760000_35860000	7	35760000	5.694591e-04	3.2445374625983554
SL2.40ch07_35770000_35870000	7	35770000	5.829934e-04	3.2343363618101204
SL2.40ch07_35780000_35880000	7	35780000	6.465843e-04	3.1893748448932624
SL2.40ch07_35790000_35890000	7	35790000	7.359137e-04	3.133173112036556
SL2.40ch07_35800000_35900000	7	35800000	7.919614e-04	3.1012959852987967
SL2.40ch07_35820000_35920000	7	35820000	1.011638e-03	2.9949748656855264
SL2.40ch07_36120000_36220000	7	36120000	6.977925e-04	3.156273702738465
SL2.40ch07_36130000_36230000	7	36130000	8.504500e-04	3.0703512145175065
SL2.40ch07_36140000_36240000	7	36140000	8.943237e-04	3.0485052600865323
SL2.40ch07_36390000_36490000	7	36390000	1.024772e-03	2.9893727493949274
SL2.40ch07_36400000_36500000	7	36400000	9.129337e-04	3.039560761096225
SL2.40ch07_36410000_36510000	7	36410000	7.648256e-04	3.1164375839214613
SL2.40ch07_36420000_36520000	7	36420000	7.172848e-04	3.1443083722121976
SL2.40ch07_36430000_36530000	7	36430000	7.181052e-04	3.1438119284139954
SL2.40ch07_36440000_36540000	7	36440000	6.865499e-04	3.1633278917745407
SL2.40ch07_36450000_36550000	7	36450000	5.811203e-04	3.235733953292951
SL2.40ch07_36460000_36560000	7	36460000	5.211609e-04	3.283028174600323
SL2.40ch07_36470000_36570000	7	36470000	4.241988e-04	3.372430564377013
SL2.40ch07_36480000_36580000	7	36480000	4.022671e-04	3.3954854853823377
SL2.40ch07_36490000_36590000	7	36490000	7.247363e-04	3.1398199855495608
SL2.40ch07_36500000_36600000	7	36500000	7.331697e-04	3.1347954916022296
SL2.40ch07_36510000_36610000	7	36510000	7.303626e-04	3.1364614740135814
SL2.40ch07_36520000_36620000	7	36520000	7.310753e-04	3.136037888855718
SL2.40ch07_36530000_36630000	7	36530000	8.552452e-04	3.0679093545815004
SL2.40ch07_36540000_36640000	7	36540000	9.577071e-04	3.018767292908503
SL2.40ch07_36550000_36650000	7	36550000	1.006821e-03	2.9970477346324094
SL2.40ch07_36660000_36760000	7	36660000	1.046952e-03	2.98007322912631
SL2.40ch07_36670000_36770000	7	36670000	6.177218e-04	3.2092070717193844
SL2.40ch07_36680000_36780000	7	36680000	5.490985e-04	3.2603497426730903
SL2.40ch07_36690000_36790000	7	36690000	1.504212e-04	3.822690951017138
SL2.40ch07_36700000_36800000	7	36700000	1.473579e-04	3.8316265762413533
SL2.40ch07_36710000_36810000	7	36710000	2.481854e-04	3.6052237703229224
SL2.40ch07_36720000_36820000	7	36720000	7.536128e-04	3.1228517337261144
SL2.40ch07_36730000_36830000	7	36730000	7.746053e-04	3.1109195358125237
SL2.40ch07_36740000_36840000	7	36740000	9.034128e-04	3.044113760431712
SL2.40ch07_36750000_36850000	7	36750000	9.301358e-04	3.0314536397416645
SL2.40ch07_37020000_37120000	7	37020000	6.786499e-04	3.168354210564906
SL2.40ch07_37030000_37130000	7	37030000	8.767431e-04	3.0571276433463366
SL2.40ch07_37040000_37140000	7	37040000	8.034999e-04	3.09501417295098
SL2.40ch07_37050000_37150000	7	37050000	7.898222e-04	3.1024706634558945
SL2.40ch07_37070000_37170000	7	37070000	9.352335e-04	3.029079945168959
SL2.40ch07_37180000_37280000	7	37180000	4.445285e-04	3.3521003899334736
SL2.40ch07_37190000_37290000	7	37190000	4.843365e-04	3.314852800928117
SL2.40ch07_37200000_37300000	7	37200000	7.253613e-04	3.1394456189303797
SL2.40ch07_37210000_37310000	7	37210000	8.245894e-04	3.083762252303393
SL2.40ch07_37220000_37320000	7	37220000	9.080810e-04	3.0418754110779553
SL2.40ch07_37230000_37330000	7	37230000	1.039996e-03	2.982968331067824
SL2.40ch07_37240000_37340000	7	37240000	1.001451e-03	2.99937029544701
SL2.40ch07_37380000_37480000	7	37380000	9.570219e-04	3.0190781239365005
SL2.40ch07_37500000_37600000	7	37500000	8.435832e-04	3.073872077841924
SL2.40ch07_37610000_37710000	7	37610000	9.525557e-04	3.0211096198566727
SL2.40ch07_37640000_37740000	7	37640000	1.020835e-03	2.991044448295437
SL2.40ch07_37800000_37900000	7	37800000	1.045091e-03	2.98084589225418
SL2.40ch07_37810000_37910000	7	37810000	1.025635e-03	2.989007167186113
SL2.40ch07_37830000_37930000	7	37830000	3.673287e-04	3.434945138181546
SL2.40ch07_37840000_37940000	7	37840000	3.555960e-04	3.449043132931571
SL2.40ch07_37850000_37950000	7	37850000	8.643490e-04	3.063310866120129
SL2.40ch07_37860000_37960000	7	37860000	1.005522e-03	2.997608422954779
SL2.40ch07_37870000_37970000	7	37870000	9.906060e-04	3.0040990458679984
SL2.40ch07_38070000_38170000	7	38070000	8.146499e-04	3.0890289914622553
SL2.40ch07_38270000_38370000	7	38270000	1.013871e-03	2.9940172989988603
SL2.40ch07_38280000_38380000	7	38280000	1.005758e-03	2.9975065042779168
SL2.40ch07_38290000_38390000	7	38290000	9.702468e-04	3.01311778094521
